# wl,SAT001,SAT010,SAT004/5,SAT007,SAT008,SAT008b,SAT009,SAT011,SAT012,SAT014,SAT015,SAT016,SAT017,SAT018,SAT019,SAT020,SAT021,SAT023,SAT024,SAT025,FK01,FK02,FK05,FK09,FK10,FK11,FK15,FK18,FK19,FK21,FK22,FK23,FK24,FK27,FK28,FK29,FK30,FK32,FK34,FK35,FK38,FK40,FK41,FK42,FK44,FK45,FK48,FK49,FK50,FK60,FK63,MD_11D,MD_12D,MD_13D,MD_14D,MD_15D,MD_16D,MD_17D,MD_1D,MD_2D,MD_4D,MD_7D,MD_9D,MD_10W,MD_10W2,MD_15W,MD_2W,MD_3W,MD_5W,MD_6W,MD_8W,FK2_2,FK2_4,FK2_6,FK2_8,FK2_10,FK2_13,FK2_15,FK2_17,FK2_19,FK2_21,FK2_23,FK2_25,FK2_26,FK2_28,FK2_30,FK2_32,FK2_34,FK2_36,FK2_38,FK2_43,WQS001,WQS002,WQS003,WQS004,WQS005,WQS006,WQS007,WQS008,WQS010,WQS011,WQS012,WQS013,WQS014,WQS015,WQS016,WQS017,WQS018,WQS020,WQS022,WQN001,WQN002,WQN003,WQN004,WQN005,WQN006,WQN007,WQN009,WQN010,WQN011,WQN013,WQN014,WQN015,WQN017,WQN018,WQN019,WQN020,WQN021,WQN022,WQN022R,WQN023,WQN024,WQN025,WQN026,WQN027,WQN028,WQN029,WQN030,WQN031,WQN032,WQN033,WQN034,WQN083,WQN084,WQN085,WQN086,WQN087,WQN088,WQN089,WQN095,WQN098,WQN099,WQN100,WQN101,WQN103,WQN108,WQN109,WQN111,WQN111-T,WQN115,WQN118,WQN119,WQN120,WQN121,WQN122,WQN123,WQN124,WQN125,WQN126,WQN129,WQN131,WQN133,WQN135,WQN136,WQN137,WQN138,WQN139,G07_01,G07_02,G07_03,G07_04,G07_05,G07_06,G07_07,G07_08,G07_09,G07_10,G07_11,G07_12,G07_13,G07_14,G07_15,G07_16,G07_17,G07_18,G07_19,G07_20,G07_21,G07_22,G07_23,G07_24,G08_01,G08_02,G08_03,G08_04,G08_05,G08_06,G08_07,G08_08,G08_09,G08_10,G08_11,G08_12,G08_13,G08_14,G08_15,G08_16,G08_17,G08_18,G08_19,G08_20,T07_01,T07_02,T07_03,T07_04,T07_05,T07_06,T07_07,T07_08,T07_09,T07_10,T07_11,T07_12,T07_13,T07_14,T07_15,T07_16,T07_17,T07_18,T07_19,T07_20,T07_21,T07_22,T07_23,T07_24,T07_25,T07_26,T07_27,T07_28,T07_29,T07_30,T07_31,T07_32,T07_33,T07_34,WL22_1,WL22_3,WL23_8,WL23_10,WL1,WL3,WL6,,,350
350,0.1210626,0.1047997,0.0747518,0.0835371,-999,0.0779101,0.0434576,0.0680388,0.1609072,0.0824033,0.0541925,0.1003025,0.0523412,0.1194019,0.038227,0.0463938,0.0677764,0.0782178,0.0686947,0.0680985,-999,-999,5.9304371,0.163392,0.0334336,0.0815339,0.0406071,0.1179855,-999,-999,-999,-999,-999,-999,-999,-999,0.0178931,0.0528424,0.0433497,0.0676471,0.1062177,0.1029513,-999,0.0971006,0.0936688,0.0551649,0.1284798,-999,-999,0.0398639,0.0388367,0.1699306,0.0780152,0.1563694,-999,-999,0.0296589,-999,0.0609969,0.0800552,0.0068461,0.0480348,0.2139027,0.1022864,0.0098894,0.0394551,0.0548573,0.0473414,0.0513855,0.0937291,0.013323,0.0520711,0.0590491,0.0306987,0.0592678,0.0526229,-0.0004943,0.0249444,0.0410491,0.0653326,0.0968868,0.0323141,0.0646466,0.0417758,0.0500548,0.0098615,-999,0.0155093,0.0125506,0.0386615,-999,-999,-0.3039273,-999,-0.0955039,-0.3615138,-0.4481909,-0.0121594,0.2498424,0.0304193,0.199698,0.1391863,0.0830753,0.0843705,0.1515215,0.1220431,0.0266112,0.2381119,0.0012446,0.3063981,-999,0.0563702,0.0698391,0.0853019,0.16713,-999,0.1019972,0.0337587,0.0595232,0.0587776,0.0845446,0.0608769,0.0069611,0.0301201,0.0496648,0.0366326,0.0348666,-999,0.053835,-999,0.0348513,0.0488613,0.0236758,0.0254821,0.1064311,0.0406382,0.2232747,0.0277528,0.187661,0.1287924,0.1228168,0.0980815,0.0577854,0.0945271,0.0804436,0.0622366,0.0225552,0.0831393,0.0613968,0.0583671,0.1065405,0.1137635,0.1195508,0.1063484,0.09574,0.0502129,0.1003624,0.1307751,-999,0.0819268,0.1206646,0.0444958,0.1258996,0.0584818,0.0551758,0.0383819,0.0597109,0.0840828,0.0459632,0.0529448,0.0439367,0.0438951,0.0437879,0.0528539,0.0412428,0.0830311,0.1655296,0.0978992,0.1249357,-999,0.0433804,0.0315517,-0.0119972,0.2601881,0.0820915,0.1847903,0.0588109,0.047596,0.1370941,0.127752,0.0679374,0.8485848,0.1961242,0.1830984,0.2146343,0.3101062,0.0596307,0.1186,0.2149406,0.0703055,0.1106581,-999,0.0223889,0.0266881,0.0243182,0.041615,0.0257956,0.0419199,0.0700563,-999,0.0673855,0.0127319,-999,0.0212187,-999,0.0269658,0.0233477,0.0402494,0.0367559,0.0453918,0.0666179,0.0197657,0.0557441,-999,0.0518501,-999,0.0380479,0.0345727,0.0609814,0.0237763,-999,0.0566714,0.0203672,0.0175194,0.0310646,0.0363892,0.0119146,-999,0.0365837,-999,0.0293234,-999,0.0402219,0.1018254,-999,0.007679,0.0473656,0.0379804,0.0546859,0.0407723,0.2752553,0.1414056,0.0804495,0.1240231,0.061104,0,0,0,0,0.090953,0.090953,0.090953,,,351
351,0.1341271,0.097044,0.0820986,0.0850763,-999,0.0714847,0.0436833,0.0681841,0.1525278,0.0526038,0.0675495,0.0985954,0.0479954,0.1128162,0.0382451,0.0437201,0.0649955,0.0788857,0.06425,0.0705596,-999,-999,3.771582,0.1519477,0.0434324,0.0738761,0.0372971,0.1065747,-999,-999,-999,-999,-999,-999,-999,-999,-0.0057944,0.0561147,0.050232,0.0630498,0.1006486,0.0996395,-999,0.0966111,0.0829841,0.0578785,0.1228286,-999,-999,0.039647,0.0313824,0.1643745,0.0825483,0.1551426,-999,-999,0.0338371,-999,0.0576927,0.0837098,0.0094871,0.0481914,0.2065796,0.1103506,0.0115771,0.0346287,0.0557655,0.049232,0.0563756,0.0910766,0.0084208,0.0488444,0.0497256,0.0369216,0.0562363,0.0517623,0.0044482,0.0203483,0.045936,0.0616205,0.0735555,0.0209758,0.0654973,0.0456688,0.0526697,0.0341219,-999,0.0262986,0.0407485,0.0412832,-999,-999,-0.2918802,-999,-0.0908865,-0.3467906,-0.4310884,-0.0092545,0.2444118,0.0305889,0.1951902,0.1365523,0.0849873,0.0827867,0.1481136,0.1200023,0.0275042,0.2330419,0.0030237,0.297862,-999,0.0448508,0.0632147,0.0718648,0.126023,-999,0.1032272,0.0254743,0.0533176,0.0494969,0.0629034,0.0542236,0.0267911,0.0427065,0.0496648,0.0434982,0.0559544,-999,0.0450662,-999,0.0306713,0.0531254,0.0374011,0.0268222,0.1099307,0.0503552,0.224106,0.028426,0.2079049,0.1357393,0.1274665,0.1138166,0.0681267,0.0866243,0.0661622,0.0647863,0.0331701,0.074117,0.0545431,0.0637417,0.1072997,0.1093268,0.1208394,0.1067515,0.0925101,0.0743491,0.0870966,0.1245743,-999,0.0791279,0.1179589,0.0475747,0.1210573,0.0541644,0.0511481,0.0386272,0.0604422,0.0805633,0.0455446,0.0450309,0.0430383,0.0411735,0.0442148,0.051798,0.0449596,0.0732614,0.1651802,0.0977753,0.119614,-999,0.0436646,0.0305916,-0.0065859,0.2467094,0.0770831,0.1759142,0.0567315,0.0463748,0.1370974,0.1189364,0.0643404,0.8524578,0.1896105,0.1756698,0.2030721,0.3009029,0.0565133,0.1103087,0.1994252,0.0675982,0.1045026,-999,0.0333817,0.0324543,0.0209407,0.0242877,0.0247528,0.0426398,0.0591988,-999,0.0524498,0.0134722,-999,0.0288619,-999,0.0281079,0.0216994,0.0386453,0.0300152,0.0484896,0.0650321,0.0197567,0.0499206,-999,0.0475654,-999,0.0352091,0.0423207,0.0591642,0.02371,-999,0.0562752,0.0234088,0.0197116,0.0349183,0.0357297,0.0130777,-999,0.0411478,-999,0.0305691,-999,0.0374916,0.0951843,-999,0.008358,0.0437526,0.0365896,0.048297,0.0377376,0.2028456,0.1474791,0.0677058,0.1257388,0.059003,0.046172,0.046172,0.046172,0.046172,0.098244,0.098244,0.098244,,,352
352,0.1471916,0.0892883,0.0894454,0.0866156,-999,0.0650594,0.0439089,0.0683294,0.1441483,0.0228044,0.0809066,0.0968882,0.0436496,0.1062306,0.0382633,0.0410463,0.0622146,0.0795535,0.0598052,0.0730207,-999,-999,1.6127265,0.1405034,0.0534312,0.0662182,0.0339872,0.0951638,-999,-999,-999,-999,-999,-999,-999,-999,-0.029482,0.059387,0.0571142,0.0584525,0.0950796,0.0963278,-999,0.0961216,0.0722994,0.0605922,0.1171775,-999,-999,0.0394301,0.0239282,0.1588184,0.0870814,0.1539158,-999,-999,0.0380152,-999,0.0543886,0.0873644,0.0121281,0.048348,0.1992563,0.1184148,0.0132647,0.0298024,0.0566737,0.0511227,0.061366,0.088424,0.0035186,0.0456177,0.0404019,0.0431444,0.0532046,0.0509017,0.0093907,0.0157521,0.0508228,0.0579084,0.0502244,0.0096375,0.0663477,0.0495619,0.0552846,0.0583824,-999,0.0370879,0.0689462,0.0439048,-999,-999,-0.2798329,-999,-0.0862691,-0.3320674,-0.413986,-0.0063496,0.2389812,0.0307586,0.1906823,0.1339183,0.0868993,0.0812028,0.1447058,0.1179613,0.0283972,0.2279719,0.0048028,0.289326,-999,0.0333315,0.0565904,0.0584277,0.084916,-999,0.1044572,0.0171899,0.0471121,0.0402161,0.0412622,0.0475703,0.046621,0.0552929,0.0496648,0.0503639,0.0770422,-999,0.0362975,-999,0.0264912,0.0573895,0.0511265,0.0281621,0.1134302,0.0600722,0.2249373,0.0290992,0.2281487,0.1426861,0.1321162,0.1295518,0.0784664,0.0787214,0.0518742,0.0673305,0.043779,0.0650946,0.0476816,0.0691163,0.1080569,0.1048899,0.1221336,0.10716,0.0892862,0.0984853,0.0738334,0.1183735,-999,0.076335,0.1152533,0.0506492,0.1162151,0.0498435,0.0471205,0.0388726,0.0611783,0.0770503,0.045126,0.0370964,0.0421371,0.0384468,0.0446445,0.050742,0.0486724,0.0634916,0.1648398,0.1032309,0.1206062,-999,0.0453933,0.027691,0.0059518,0.2410374,0.0742519,0.1568527,0.0559006,0.0502746,0.1428821,0.112865,0.0584879,0.8533163,0.1625043,0.1683502,0.1829256,0.3062782,0.0550022,0.0971766,0.1895018,0.0599655,0.0977012,-999,0.0148431,0.0284371,0.0092046,0.0176326,0.0287989,0.0339564,0.0596571,-999,0.0592217,0.0159184,-999,0.0124602,-999,0.0276374,0.0216599,0.0304348,0.0214029,0.0500702,0.0537475,0.0197477,0.0440972,-999,0.0432808,-999,0.0323703,0.0500686,0.057347,0.0236438,-999,0.0558791,0.0264505,0.0219037,0.038772,0.0350702,0.0142408,-999,0.0457118,-999,0.0318147,-999,0.0347612,0.0885432,-999,0.009037,0.0401395,0.0351989,0.041908,0.0347028,0.1304358,0.1535527,0.0549621,0.1274544,0.056903,0.078509,0.078509,0.078509,0.078509,0.105535,0.105535,0.105535,,,353
353,0.1270771,0.0910342,0.0803492,0.0726933,-999,0.0688696,0.0438273,0.0612697,0.1365476,0.0384196,0.0823458,0.09215,0.0484335,0.1098831,0.0364168,0.0455667,0.0692204,0.0819659,0.068414,0.0797092,-999,-999,1.2936261,0.1386531,0.0457464,0.0751764,0.0348816,0.0961809,-999,-999,-999,-999,-999,-999,-999,-999,0.0133055,0.0599688,0.0583705,0.0516813,0.0902932,0.0916665,-999,0.0945524,0.0744881,0.0565157,0.1142283,-999,-999,0.0385801,0.0310528,0.1496316,0.087019,0.1577578,-999,-999,0.0395091,-999,0.0556572,0.0764623,0.0083325,0.0443362,0.1967551,0.1114503,0.0156014,0.0317631,0.0561288,0.0494211,0.0629846,0.0859609,0.0274362,0.0371475,0.0279705,0.0456335,0.0460045,0.0457383,0.012052,0.0232731,0.0517114,0.0664462,0.0738066,0.0192315,0.0693249,0.0502331,0.0596888,0.027013,-999,0.0337681,0.0222696,0.0547,-999,-999,-0.2677857,-999,-0.0816517,-0.3173444,-0.3968834,-0.0034447,0.2335505,0.0309283,0.1861744,0.1312843,0.0888113,0.079619,0.1412979,0.1159205,0.0292902,0.2229019,0.0065819,0.2807899,-999,0.0366758,0.0578521,0.0524041,0.0888578,-999,0.1190108,0.0195797,0.0508354,0.0406581,0.0499187,0.0466199,0.0242596,0.0492167,0.0417184,0.0439886,0.0712249,-999,0.048066,-999,0.0285812,0.058142,0.0463754,0.0335222,0.1089974,0.0548898,0.2269561,0.0326335,0.2129659,0.1332384,0.1254738,0.1245828,0.0808704,0.0767708,0.0607442,0.0601174,0.0331701,0.0684784,0.0497711,0.0647024,0.1066924,0.0921825,0.1117914,0.0977702,0.0860564,0.0850751,0.0971856,0.1137242,-999,0.0735361,0.1076845,0.0503071,0.1203116,0.0530833,0.0514361,0.0427949,0.0589749,0.069515,0.0430328,0.0442374,0.0437143,0.0361096,0.0412124,0.0486334,0.0415525,0.0531107,0.1520871,0.0856518,0.1111799,-999,0.0440104,0.026694,0.0004578,0.2240215,0.0715437,0.1488941,0.0480067,0.0324005,0.1251243,0.103758,0.0522696,0.8160317,0.1323717,0.152247,0.186908,0.2957758,0.0772363,0.1017224,0.1946346,0.070253,0.1034823,-999,-0.0064147,0.0296008,0.0324243,0.0210002,0.0192485,0.0448943,0.0554866,-999,0.0481477,0.012304,-999,0.0250362,-999,0.0266468,0.028467,0.0180778,0.0176507,0.0344203,0.0704319,0.0189884,0.0470821,-999,0.041652,-999,0.0354005,0.046759,0.0593894,0.0224606,-999,0.0539553,0.0243012,0.0193104,0.0359774,0.0377157,0.0128541,-999,0.0426029,-999,0.0320409,-999,0.0377064,0.0947821,-999,0.0096257,0.0392948,0.0353734,0.0372907,0.0362733,0.152026,0.1465091,0.0614002,0.1188837,0.055105,0.088547,0.088547,0.088547,0.088547,0.112155,0.112155,0.112155,,,354
354,0.1021897,0.0874166,0.0764929,0.0726209,-999,0.0699782,0.0446906,0.0547819,0.1343171,0.044868,0.0743623,0.0883657,0.0440225,0.1034915,0.0343494,0.0414433,0.067486,0.0663156,0.0671675,0.0732926,-999,-999,0.8995396,0.1342444,0.0411493,0.0708625,0.0375984,0.0936625,-999,-999,-999,-999,-999,-999,-999,-999,-0.0012913,0.0690402,0.0589274,0.0521204,0.0895613,0.0893751,-999,0.0956052,0.0720738,0.0605007,0.1117306,-999,-999,0.0379817,0.0332086,0.1518731,0.0814136,0.1519424,-999,-999,0.0389275,-999,0.0542705,0.0776825,0.0074116,0.0448782,0.1943526,0.129613,0.0153404,0.0331355,0.0532497,0.0474359,0.0525994,0.0881777,0.0562524,0.032247,0.0248183,0.0353245,0.0455688,0.0450285,0.0108734,0.027702,0.0464914,0.0644231,0.073869,0.0189915,0.0735356,0.0518305,0.0579683,0.0171627,-999,0.0211738,0.0141166,0.0474132,-999,-999,-0.2557385,-999,-0.0770343,-0.3026212,-0.3797809,-0.0005399,0.2281199,0.0310979,0.1816666,0.1286504,0.0907233,0.0780352,0.1378901,0.1138796,0.0301832,0.2178319,0.008361,0.2722539,-999,0.0405775,0.0608961,0.0487901,0.1072431,-999,0.1097865,0.0161544,0.0477574,0.0453868,0.0473577,0.0444813,0.024956,0.047394,0.0383412,0.0400042,0.0548276,-999,0.0494966,-999,0.0261515,0.05527,0.0500971,0.0335333,0.1076677,0.0527737,0.2172953,0.0377415,0.2079867,0.1379901,0.1277987,0.1263219,0.0713544,0.0727841,0.0537955,0.0576725,0.0380817,0.0687598,0.0500075,0.0626289,0.1051978,0.0797163,0.1050461,0.0936324,0.0829943,0.0793111,0.0930203,0.1070399,-999,0.0681562,0.1026035,0.0479835,0.1135518,0.0479129,0.0461855,0.0415809,0.0554428,0.0688882,0.0432231,0.0432791,0.0447706,0.0361703,0.039901,0.047142,0.0422363,0.055952,0.1458025,0.0752561,0.107546,-999,0.0406742,0.0260266,-0.0048988,0.2153572,0.0721716,0.1503385,0.0496895,0.0367554,0.1213711,0.1049724,0.0584879,0.8097099,0.1365892,0.1665203,0.1953608,0.2969255,0.0804687,0.099803,0.189613,0.0642796,0.0965959,-999,0.019385,0.0251827,0.046462,0.0215415,0.0318049,0.0468941,0.0792541,-999,0.0267407,0.0088181,-999,0.0080447,-999,0.0275007,0.0213137,0.0223112,0.0182988,0.0566418,0.0794286,0.0188154,0.0489765,-999,0.0436219,-999,0.0351986,0.0411148,0.0571301,0.0233076,-999,0.0572618,0.0246615,0.0197687,0.0358257,0.036613,0.0127313,-999,0.0390224,-999,0.0317847,-999,0.0408468,0.0984033,-999,0.010944,0.0412475,0.0384756,0.0411095,0.03731,0.1758393,0.1430288,0.0593204,0.119616,0.054873,0.088968,0.088968,0.088968,0.088968,0.11521,0.11521,0.11521,,,355
355,0.1158526,0.0883231,0.0776672,0.0738856,-999,0.0664573,0.0427732,0.0600063,0.1362407,0.0360737,0.0702604,0.0915207,0.0459142,0.1078219,0.0349412,0.0438019,0.0666471,0.0699045,0.0666261,0.065476,-999,-999,2.2697498,0.1356077,0.045032,0.0717627,0.037834,0.092372,-999,-999,-999,-999,-999,-999,-999,-999,0.0053639,0.0638267,0.0547897,0.0517767,0.0919745,0.0909392,-999,0.0916092,0.0743428,0.0579669,0.1114898,-999,-999,0.0380386,0.0290826,0.155202,0.0779727,0.146089,-999,-999,0.0391965,-999,0.0580919,0.0803922,0.0108593,0.0482394,0.1906435,0.1139621,0.014132,0.0355816,0.0567596,0.0477522,0.0606604,0.0897167,0.0458539,0.0394503,0.0369389,0.0354546,0.0497148,0.0495248,0.0132202,0.027666,0.048751,0.0658927,0.0886544,0.023511,0.0698315,0.0459142,0.0569831,0.0268209,-999,0.0207658,0.0331962,0.0419022,-999,-999,-0.2436913,-999,-0.0724169,-0.287898,-0.3626784,0.002365,0.2226892,0.0312676,0.1771587,0.1260164,0.0926353,0.0764513,0.1344822,0.1118388,0.0310763,0.2127619,0.0101401,0.2637179,-999,0.0399863,0.057184,0.0576716,0.0966262,-999,0.1023608,0.0197122,0.0444223,0.0405496,0.04843,0.0449458,0.0310007,0.0506687,0.0459792,0.0425654,0.0617917,-999,0.0491012,-999,0.0277951,0.0569962,0.0494708,0.0309731,0.1015934,0.0507057,0.2046553,0.0300073,0.2066242,0.1321245,0.1204876,0.1183114,0.0673318,0.0730801,0.0472027,0.056949,0.0358268,0.0740799,0.0494778,0.0617399,0.1031893,0.0878014,0.1055396,0.095342,0.08436,0.0779841,0.0856754,0.1121852,-999,0.0709882,0.1041899,0.0493273,0.1154046,0.0501077,0.0474866,0.0410253,0.0566368,0.0678078,0.0443786,0.0426861,0.0444386,0.0386942,0.0417101,0.0501202,0.0449497,0.0600847,0.1514824,0.0839218,0.1086364,-999,0.0400213,0.0269891,-0.0061169,0.2183926,0.0711704,0.1565628,0.0512759,0.0421429,0.1283889,0.1080892,0.0598989,0.8168982,0.1564318,0.1731209,0.1912132,0.2979939,0.0719895,0.0988074,0.1857469,0.0642074,0.0921643,-999,0.0224276,0.0301373,0.0243892,0.0215972,0.0271695,0.042686,0.0622877,-999,0.0489765,0.0109348,-999,0.0213698,-999,0.0302145,0.0238331,0.031061,0.0276313,0.0470339,0.0701671,0.0195048,0.0484949,-999,0.044493,-999,0.0345705,0.0436293,0.0578777,0.0234931,-999,0.0577844,0.0238837,0.0200517,0.0365066,0.0368085,0.0131909,-999,0.0384241,-999,0.030237,-999,0.0377023,0.0965802,-999,0.0096004,0.0421281,0.0375841,0.0431578,0.0372371,0.1762244,0.135423,0.0647842,0.1235863,0.057193,0.089562,0.089562,0.089562,0.089562,0.118264,0.118264,0.118264,,,356
356,0.1132379,0.0859212,0.0770889,0.0721796,-999,0.0647725,0.0425082,0.0587969,0.1330514,0.0323531,0.0719012,0.0904349,0.0458053,0.106306,0.0347309,0.0435342,0.0666751,0.0686295,0.0667472,0.0656221,-999,-999,1.900346,0.1317604,0.0458888,0.0703852,0.0375556,0.0885811,-999,-999,-999,-999,-999,-999,-999,-999,0.0092744,0.0651592,0.055915,0.0503666,0.0903955,0.0894381,-999,0.0901614,0.0719937,0.0577792,0.1090118,-999,-999,0.0367791,0.0273335,0.1531264,0.0769871,0.1443846,-999,-999,0.0398417,-999,0.0582354,0.0798353,0.0110847,0.0483359,0.1878841,0.1144844,0.0144317,0.03538,0.0568372,0.0478519,0.0614929,0.0890914,0.0512435,0.0388342,0.0351186,0.0361221,0.0487916,0.0503697,0.0165624,0.0267809,0.0488237,0.0643843,0.0890307,0.0228608,0.0714708,0.046838,0.0575361,0.0310524,-999,0.023168,0.0367959,0.0431766,-999,-999,-0.2316441,-999,-0.0677995,-0.2731749,-0.3455759,0.0052699,0.2172586,0.0314372,0.1726508,0.1233824,0.0945473,0.0748675,0.1310743,0.1097979,0.0319693,0.2076919,0.0119192,0.2551819,-999,0.0382905,0.0567309,0.0549041,0.0881796,-999,0.1057877,0.0190691,0.0438491,0.039489,0.0458986,0.0429758,0.0347941,0.0526612,0.0453874,0.0434303,0.0646541,-999,0.0488264,-999,0.0271562,0.0581865,0.0532692,0.0313669,0.1009614,0.0509884,0.2015471,0.0298742,0.2089618,0.1318138,0.1186126,0.1207758,0.0696118,0.0706579,0.0453757,0.0563429,0.0375676,0.0747503,0.0482663,0.0625865,0.1025481,0.0850602,0.1032431,0.0956198,0.0831114,0.0793413,0.0842029,0.1103635,-999,0.0698107,0.1019436,0.0500357,0.1133665,0.0487997,0.0460115,0.0413576,0.0561684,0.0656251,0.0441809,0.0415985,0.0447089,0.0383157,0.0416536,0.0501442,0.0456701,0.0571648,0.1487292,0.0820314,0.1061771,-999,0.0396103,0.0263885,-0.0055385,0.2122101,0.0698669,0.1533442,0.0502768,0.0417837,0.1273802,0.1055712,0.0588038,0.8090765,0.1506206,0.1723759,0.1892769,0.2954259,0.0745987,0.0964558,0.1818291,0.0638225,0.0904454,-999,0.0233873,0.0313094,0.0228444,0.0199826,0.0271287,0.04204,0.0616414,-999,0.0480214,0.0109185,-999,0.0219401,-999,0.0303071,0.024434,0.0304104,0.0270943,0.0467725,0.0703755,0.0195304,0.0478036,-999,0.0439282,-999,0.0343577,0.0449795,0.0580034,0.0234946,-999,0.0580063,0.0243083,0.0203462,0.0372896,0.0369072,0.01336,-999,0.0384312,-999,0.030347,-999,0.0372666,0.0954333,-999,0.0096138,0.041735,0.0374163,0.0425932,0.0370684,0.1630295,0.1336441,0.0633075,0.1236069,0.057041,0.090624,0.090624,0.090624,0.090624,0.117062,0.117062,0.117062,,,357
357,0.1098814,0.0843062,0.0757509,0.0702939,-999,0.0639158,0.0423933,0.0572433,0.1306573,0.0305691,0.0718272,0.0889692,0.0460335,0.1047019,0.0344573,0.043516,0.067009,0.0671782,0.0671222,0.0657067,-999,-999,1.7868994,0.1289957,0.0462775,0.0699256,0.0376007,0.0858334,-999,-999,-999,-999,-999,-999,-999,-999,0.0133345,0.0658205,0.0562,0.0492526,0.0892601,0.0880956,-999,0.0888937,0.0714085,0.0573959,0.1069771,-999,-999,0.0362965,0.0265838,0.1510064,0.0757863,0.142459,-999,-999,0.0404783,-999,0.0580675,0.0787594,0.0109157,0.0475464,0.1855502,0.1147085,0.0145238,0.0356899,0.0570056,0.0477445,0.0610301,0.0889958,0.0563475,0.0383264,0.0337987,0.0362956,0.0483368,0.0509525,0.0193033,0.0267828,0.0485855,0.0640029,0.0912976,0.0234792,0.072101,0.0468508,0.0580828,0.0327979,-999,0.0240875,0.0376648,0.0440619,-999,-999,-0.2195969,-999,-0.063182,-0.2584517,-0.3284734,0.0081748,0.211828,0.0316069,0.168143,0.1207484,0.0964593,0.0732837,0.1276665,0.107757,0.0328623,0.2026219,0.0136983,0.2466459,-999,0.0376824,0.0565947,0.0536005,0.0854741,-999,0.1088913,0.0190315,0.0437984,0.0389848,0.0452527,0.0415846,0.0369459,0.0541901,0.045875,0.0443007,0.0664422,-999,0.048861,-999,0.0270232,0.0587816,0.0551253,0.0316603,0.0999975,0.0502257,0.1985911,0.0297763,0.2095481,0.131296,0.1164841,0.1213417,0.0709213,0.0694118,0.0445135,0.055646,0.0389682,0.0758494,0.0483649,0.0628823,0.1028321,0.0829762,0.1006359,0.0954158,0.0819739,0.0791586,0.0827322,0.1085405,-999,0.0688133,0.1000685,0.0508605,0.1116497,0.0479761,0.0452203,0.0417709,0.0555836,0.0634953,0.0440193,0.0411114,0.0450925,0.0381598,0.0415658,0.0503443,0.0459711,0.0551223,0.1464993,0.0801275,0.1040979,-999,0.0392158,0.0259976,-0.0051313,0.2073143,0.0688966,0.1508043,0.0494402,0.0412549,0.1262129,0.103656,0.0581637,0.8003455,0.145886,0.1721097,0.1887974,0.2934518,0.0748121,0.0948143,0.17937,0.0637169,0.0889027,-999,0.0230077,0.0318888,0.023241,0.0206328,0.027121,0.0416026,0.0619358,-999,0.0481657,0.0106824,-999,0.0216655,-999,0.0306185,0.0252309,0.030332,0.0276794,0.0461981,0.0693676,0.0195752,0.0476493,-999,0.0437694,-999,0.0343252,0.0455154,0.0581092,0.0234733,-999,0.0581749,0.0243674,0.0203471,0.0377825,0.0372782,0.0134541,-999,0.0379706,-999,0.0303821,-999,0.0374757,0.0952181,-999,0.0096699,0.041637,0.0373387,0.0424366,0.0371527,0.1525341,0.1320943,0.0633722,0.1232677,0.056878,0.091307,0.091307,0.091307,0.091307,0.117651,0.117651,0.117651,,,358
